充电站 在 哪里？?	充電 ステーション は どこ です か？?
哪里 有 汽车 租赁 处？?	自動 車 の レンタル は どこ です か？?
哪 裡 是 入口？?	どこ が 入り口 です か？?
出口 在 哪里？?	出口 は どこ です か？?
电梯 在 哪里？?	エレベーター は どこ です か？?
哪里 是 楼梯？?	どこ が 階段 です か？?
售票处 在 哪里？?	切符 は どこ です か?
登机口 在 哪里？?	搭乗 口 は どこ です か？?
行李 提取 处在 哪里？?	荷物 の 引き出し は どこ です か？?
自动扶梯 在 哪里？?	エスカレーター は どこ です か?
安检 在 哪里？?	検査 は どこ です か？?
海关 在 哪里？?	海関 は どこ です か？?
移民局 在 哪里？?	移民 局 は どこ です か？?
储 Locker 在 哪里？?	ロッカー は どこ です か？?
行李 寄存处 在 哪里？?	荷物 預かり は どこ です か？?
水族馆 在 哪里？?	水族 館 は どこ か？?
健身房 在 哪里？?	フィットネス ジム は どこ です か？?
展望 台 在 哪里？?	展望 台 は どこ です か？?
游乐园 在 哪里？?	遊園 は どこ です か？?
教堂 在 哪里？?	教会 は どこ です か?
理发店 在 哪里？?	理容 店 は どこ です か？?
動 物 園 在 哪里？?	動物 園 は どこ です か?
犹太教 堂 在 哪里？?	ユダヤ 教 の 教会 は どこ です か？?
哪里 是 药房 柜台？?	薬 房 の カウンター は どこ です か？?
哪里 是 寺庙？?	寺 は どこ です か?
营地 在 哪里？?	キャンプ は どこ です か?
洗衣机 在 哪里？?	洗濯 機 は どこ です か？?
河流 在 哪里？?	川 は どこ です か?
会议 地点 在 哪里？?	会議 の 場所 は どこ です か？?
桥 在 哪里？?	橋 は どこ です か？?
清真寺 在 哪里？?	清真 寺 は どこ です か？?
哪里 有 温泉？?	温泉 は どこ です か？?
出租车 停靠 处在 哪里？?	タクシー は どこ に 停車 し て い ます か？?
您 收件箱 在 哪里？?	あなた の 受信 トレイ は どこ です か？?
展览 在 哪里？?	展示 は どこ か？?
旅游 咨询中心 在 哪里？?	観光 案内 所 は どこ です か？?
药店 在 哪里？?	薬屋 は どこ です か？?
牙科医院 在 哪里？?	歯 医者 さん は どこ です か？?
信息 台 在 哪里？?	情報 の 場所 は どこ です か？?
医生 在 哪里 呢？?	医師 は どこ です か？?
球场 在 哪里？?	球場 は どこ です か？?
面包店 在 哪里？?	パン 屋 は どこ です か?
请问 肉店 在 哪里？?	お 肉屋 さん、どこ です か？?
海边 在 哪里？?	海辺 は どこ です か？?
商铺 在 哪里？?	お 店 は どこ です か?
法庭 在 哪里？?	裁判 所 は どこ です か?
咖啡店 在 哪儿？?	コーヒー 店 は どこ です か？?
汽车 租赁 在 哪里？?	車 の レンタル は どこ です か？?
请问 入口 在 哪里？?	入り口 は どこ です か？?
哪里 有 楼梯？?	どこ に 階段 が あり ます か？?
酒馆 在 哪里？?	酒場 は どこ です か？?
请问 书店 在 哪里？?	書店 は どこ です か？?
请问 行李 在 哪里？?	荷物 は どこ です か？?
移民 事务处 在 哪里？?	移民 事務 局 は どこ です か?
Locker 在 哪里？?	ロッカー は どこ です か？?
安全检查 台 在 哪里？?	安全 検査 は どこ です か？?
药店 柜台 在 哪里？?	薬局 の カウンター は どこ です か？?
请问 衣服 在 哪里？?	服 は どこ です か？?
动物园 在 哪里？?	動物 園 は どこ です か？?
瞭望台 在 哪里？?	展望 台 は どこ です か?
行李 办事处 在 哪里？?	荷物 係 は どこ です か？?
会议室 在 哪里？?	会議 室 は どこ です か?
腿 在 哪里？?	足 の どこ です か？?
美发店 在 哪里？?	美容 院 は どこ です か？?
寺庙 在 哪里？?	寺院 は どこ です か?
水疗 馆 在 哪里？?	温泉 は どこ です か？?
