安全 検査 は どこ です か？?	安全检查 在 哪里？?
薬局 の カウンター は どこ です か？?	药店 的 柜台 在 哪里？?
服 は どこ です か？?	衣服 在 哪里？?
荷物 は どこ です か？?	你 的 东西 在 哪里？?
動物 園 は どこ です か？?	动物园 在 哪里？?
展望 台 は どこ です か?	展望 台 在 哪里？?
会議 室 は どこ です か?	会议室 在 哪里？?
足 の どこ です か？?	请问 你 的 脚 在 哪里？?
美容 院 は どこ です か？?	美容院 在 哪里？?
荷物 係 は どこ です か？?	行李 员 在 哪里？?
電車 の 駅 は どこ です か?	火车站 在 哪里？?
地下 鉄 は どこ です か?	地 鐵 在 哪 裡？?
タクシー のりば は どこ です か?	出租车 的 候车 点 在 哪里？?
情報 カウンター は どこ です か?	信息 柜 在 哪里？?
映画 は どこ です か?	电影 在 哪里？?
自動 販売 機 は どこ です か?	自动售货机 在 哪里？?
食料 品 店 は どこ です か?	食品店 在 哪里？?
デパート は どこ です か?	商场 在 哪里？?
コーヒー は どこ です か?	咖啡 在 哪里？?
ショッピング センター は どこ です か?	购物中心 在 哪里？?
チケット は どこ です か?	票 在 哪里？?
搭乗 口 は どこ です か?	登机口 在 哪里？?
荷物 の 預け入れ は どこ です か?	行李 的 托运 处在 哪里？?
セキュリティ チェックポイント は どこ です か?	安全检查 点 在 哪里？?
移民 は どこ です か?	移民 在 哪里？?
荷物 の 預かり 場所 は どこ です か?	行李 的 存放 地点 在 哪里？?
お 寺 は どこ です か?	寺庙 在 哪里？?
シナゴーガ は どこ です か?	シ ナ ゴ ー ガ は ど こ で す か?
待ち合わせ は どこ です か?	见面 地点 在 哪里？?
どこ に ある 清真 寺 です か?	哪里 有 清真寺？?
理髪 店 は どこ です か?	理发店 在 哪里？?
カテドラル は どこ です か?	大 教堂 在 哪里？?
受信 者 は どこ です か?	收信人 是 哪里？?
薬屋 の 箱 は どこ です か?	药铺 的 箱子 在 哪里？?
どこ に お 洗濯 物 は あり ます か?	请问 洗衣 物 在 哪里？?
展示 は どこ です か?	展览 在 哪里？?
歯科 クリニック は どこ です か?	牙科诊所 在 哪里？?
交番 は どこ です か?	交警 站 在 哪里？?
商業 施設 は どこ です か?	商业 设施 在 哪里？?
ポスター の 販売 店 は どこ です か?	海报 的 售卖 店 在 哪里？?
荷物 を 預ける 場所 は どこ です か?	行李 放在 哪里？?
移民 局 は どこ です か?	移民局 在 哪里？?
服 は どこ です か?	衣服 在 哪里？?
安全 検査 の チーム は どこ です か?	安全检查 的 团队 在 哪里？?
どこ に あり ます か？?	您 在 哪里？?
足 の どこ です か?	请问 你 的 脚 在 哪里？?
どこ に ある スパ です か?	哪里 有 咖啡店？?
修道 院 は どこ です か?	寺院 在 哪里？?
情報 センター は どこ です か?	信息中心 在 哪里？?
観光 客 向け の インフォメーション センター は どこ です か	游客 信息中心 在 哪里？
車 rentals の お 店 は どこ です か?	汽车 租赁 店 的 地址 在 哪里？?
荷物 の クレーム カウンター は どこ です か?	行李 柜 reclamo 是 在 哪里？?
デパート は どこ に あり ます か?	商场 在 哪里？?
セキュリティ コントロール は どこ です か?	安全控制 在 哪里？?
観覧 プラットフォーム は どこ です か?	观览 平台 在 哪里？?
洗濯 機 は どこ です か?	洗衣机 在 哪里？?
会議 は、どこ で 開催 さ れ ます か?	会议 将 在 哪里 举行？?
どこ に 入力 箱 が あり ます か?	在 哪里 输入框？?
温泉 は どこ です か?	温泉 在 哪里？?
書店 は どこ です か?	书店 在 哪里？?
スーツケース は どこ です か?	旅行箱 在 哪里？?
どこ です か？?	在 哪里？?
安全 検査 の 駅 は どこ です か	安全检查 的 站 在 哪里？
シャツ は どこ です か?	衬衫 在 哪里？?
荷物 の カウンター は どこ です か?	行李 柜 在 哪里？?
見張り 塔 は どこ です か?	瞭望 塔 在 哪里？?
スパ センター は どこ です か?	ス パ セ ン タ ー は ど こ で す か？?
